"Institution","Program (Season)","Decision & Date","St1","Date Added","Notes"
"Carnegie Mellon University (CMU)","Computer Science -- Language Technologies Institute, Masters (?)","Accepted via E-mail on 4 Mar 2008 ","I","10 Mar 2008","Rejected for PhD at LTI"
"Carnegie Mellon University (CMU)","Computer Science -- Language Technologies Institute, Masters (?)","Accepted via E-mail on 3 Mar 2008 ","I","3 Mar 2008","No guarantee for tuition waiver and/or extra stipends."
"Carnegie Mellon University (CMU)","Computer Science -- Language Technologies Institute, Masters (?)","Accepted via E-mail on 3 Mar 2008 ","A","3 Mar 2008","accepted to Masters, after applying for the PhD... :(
not sure about ""language technologies"" anyhow "
"Carnegie Mellon University (CMU)","Computer Science -- Language Technologies Institute, Masters (?)","Accepted via E-mail on 3 Mar 2008 ","I","3 Mar 2008","YEEEEEEEEES!"
"Carnegie Mellon University (CMU)","Computer Science -- Language Technologies Institute, PhD (?)","Rejected via E-mail on 1 Mar 2008 ","I","3 Mar 2008","So sad!"
"Carnegie Mellon University (CMU)","Computer Science -- Language Technologies Institute, PhD (?)","Accepted via E-mail on 29 Feb 2008 ","A","29 Feb 2008","Rejected by CMU PhD in CS two days ago, then got this.  "
"Carnegie Mellon University (CMU)","Computer Science -- Language Technologies Institute, Masters (?)","Accepted via E-mail on 29 Feb 2008 ","I","29 Feb 2008",""
"Carnegie Mellon University (CMU)","Computer Science -- Robotics Institute, PhD (?)","Rejected via E-mail on 28 Feb 2008 ","I","29 Feb 2008","Did anybody get accepted at all? ;)"
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 28 Feb 2008 ","U","28 Feb 2008",""
"Carnegie Mellon University (CMU)","Computer Science & Robotics Institute, PhD, PhD (?)","Rejected via E-mail on 27 Feb 2008 ","A","28 Feb 2008",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 28 Feb 2008 ","I","28 Feb 2008","..."
"Carnegie Mellon University (CMU)","Computer Science & Robotics Institute, PhD (?)","Rejected via E-mail on 27 Feb 2008 ","U","28 Feb 2008","one journal paper, 5 conference paper in top conferences of my field. Master's GPA: 4.0 from a top 10 school in the US. 
Q:800 A:4.0 V:440
"
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 27 Feb 2008 ","I","28 Feb 2008","shortest and dryest rejection mail yet, and I got aplenty..."
"Carnegie Mellon University (CMU)","Computer Science & Engineering, PhD (?)","Rejected via E-mail on 28 Feb 2008 ","U","28 Feb 2008",""
"Carnegie Mellon University (CMU)","Computer Science & Robotics Institute, PhD (?)","Rejected via E-mail on 28 Feb 2008 ","I","28 Feb 2008",""
"Carnegie Mellon University (CMU)","Computer Science & Robotics Institute, PhD (?)","Rejected via E-mail on 28 Feb 2008 ","I","28 Feb 2008",""
"Carnegie Mellon University (CMU)","Computer Science & Robotics Institute, PhD (?)","Rejected via E-mail on 28 Feb 2008 ","I","28 Feb 2008",""
"Carnegie Mellon University (CMU)","Computer Science -- Robotics Institute, PhD (?)","Rejected via E-mail on 28 Feb 2008 ","I","28 Feb 2008","1400 applicants to RI this year."
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 28 Feb 2008 ","U","28 Feb 2008",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 28 Feb 2008 ","I","28 Feb 2008",":-("
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 27 Feb 2008 ","A","28 Feb 2008",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 28 Feb 2008 ","A","27 Feb 2008","MS in CS, 800Q/700V/A-5.0, complete thesis, small school :("
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 27 Feb 2008 ","I","27 Feb 2008","Couldn't get into Stanford, MIT, or CMU.  Life kinda sucks in that respect.  Maybe I should spend 2 years to get an Masters, then try to apply again?"
"Carnegie Mellon University (CMU)","Computer Science & Robotics Institute, PhD (?)","Rejected via E-mail on 28 Feb 2008 ","I","27 Feb 2008","You are a good student, but there're still another 1400+ good students."
"Carnegie Mellon University (CMU)","Computer Science -- Robotics Institute, PhD (?)","Rejected via E-mail on 28 Feb 2008 ","I","27 Feb 2008","I have a Fulbright. Who cares?"
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 28 Feb 2008 ","A","27 Feb 2008","Just got the bad news. Didn't have to ask for it! "
"Carnegie Mellon University (CMU)","Computer Science -- Robotics Institute, PhD (?)","Rejected via E-mail on 28 Feb 2008 ","I","27 Feb 2008",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 28 Feb 2008 ","I","27 Feb 2008","As expected"
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 28 Feb 2008 ","I","27 Feb 2008","I also applied to LTI -- emailed department if decisions for LTI were to be made separately."
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 28 Feb 2008 ","A","27 Feb 2008",""
"Carnegie Mellon University (CMU)","Computer Science -- Machine Learning, PhD (?)","Rejected via E-mail on 28 Feb 2008 ","I","27 Feb 2008",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 28 Feb 2008 ","I","27 Feb 2008",""
"Institution","Program (Season)","Decision & Date","St1","Date Added","Notes"
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 28 Feb 2008 ","I","27 Feb 2008",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 27 Feb 2008 ","A","27 Feb 2008","1400 applicants this year."
"Carnegie Mellon University (CMU)","Computer Science -- Robotics Institute, PhD (?)","Rejected via E-mail on 27 Feb 2008 ","I","27 Feb 2008","Another feather to my glory (5 Reject's, I must have something seriously wrong with my application )"
"Carnegie Mellon University (CMU)","Computer Science -- Robotics Institute, PhD (?)","Rejected via E-mail on 27 Feb 2008 ","U","27 Feb 2008","so sad. T.T"
"Carnegie Mellon University (CMU)","Computer Science -- Robotics Institute, PhD (?)","Rejected via Other on 27 Feb 2008 ","O","27 Feb 2008","Spoke to a professor yesterday who said that all acceptances had been sent out and the rest of the decisions should likely be out today. Rejected from my undergraduate school / department(s)..."
"Carnegie Mellon University (CMU)","Computer Science -- Robotics Institute, Masters (?)","Accepted via E-mail on 25 Feb 2008 ","I","27 Feb 2008",""
"Carnegie Mellon University (CMU)","Computer Science -- Robotics Institute, Masters (?)","Accepted via Postal Service on 21 Feb 2008 ","A","22 Feb 2008",""
"Carnegie Mellon University (CMU)","Computer Science, COS, PhD (?)","Wait listed via E-mail on 14 Feb 2008 ","A","22 Feb 2008","Come on people.  Choose Stanford, UCB, or MIT so I can go here."
"Carnegie Mellon University (CMU)","Computer Science -- Robotics Institute, Masters (?)","Accepted via Postal Service on 22 Feb 2008 ","A","22 Feb 2008","Does this mean I didn't get into a Ph.D program for Machine Learning, or is that a separate letter?"
"Carnegie Mellon University (CMU)","Computer Science -- Robotics Institute, Masters (?)","Accepted via Postal Service on 21 Feb 2008 ","A","21 Feb 2008","So happy!"
"Carnegie Mellon University (CMU)","Computer Science -- Robotics Institute, Masters (?)","Accepted via Postal Service on 21 Feb 2008 ","A","21 Feb 2008","no funding"
"Carnegie Mellon University (CMU)","Computer Science -- Machine Learning, PhD (?)","Accepted via E-mail on 16 Feb 2008 ","I","15 Feb 2008","hooray!"
"Carnegie Mellon University (CMU)","Computer Science -- Robotics Institute, PhD (?)","Accepted via Phone on 15 Feb 2008 ","A","15 Feb 2008",""
"Carnegie Mellon University (CMU)","Computer Science - COS Program, PhD (?)","Accepted via Postal Service on 14 Feb 2008 ","A","15 Feb 2008","first year fellowship, five year funding"
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Accepted via E-mail on 13 Feb 2008 ","U","13 Feb 2008","details to come through mail."
"Carnegie Mellon University (CMU)","Computer Science - COS Program, PhD (?)","Accepted via E-mail on 13 Feb 2008 ","U","13 Feb 2008","Official acceptance letter and information packet will arrive by UPS in a few days."
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Accepted via E-mail on 13 Feb 2008 ","I","13 Feb 2008","other details including stipend to follow"
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Accepted via Phone on 12 Feb 2008 ","U","12 Feb 2008","Phone call and UPS package. Fellowship for first year."
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Accepted via Postal Service on 12 Feb 2008 ","A","12 Feb 2008","UPS package came, guaranteed funding."
"Carnegie Mellon University (CMU)","Computer Science - COS Program, PhD (?)","Interview via E-mail on 6 Feb 2008 ","A","6 Feb 2008","Email requesting phone interview. Notification in 1 week."
"Carnegie Mellon University (CMU)","Computer Science, Masters (?)","Accepted via Phone on 30 Mar 2007 ","A","29 Mar 2007",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 26 Feb 2007 ","A","21 Mar 2007",""
"Carnegie Mellon University (CMU)","Computer Science (LTI), PhD (?)","Rejected via E-mail on 27 Feb 2007 ","I","9 Mar 2007",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 26 Feb 2007 ","A","5 Mar 2007",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 26 Feb 2007 ","A","1 Mar 2007",""
"Carnegie Mellon University (CMU)","Computer Science, Masters (?)","Rejected via E-mail on 27 Feb 2007 ","I","26 Feb 2007",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 26 Feb 2007 ","I","26 Feb 2007","1300+ applicants"
"Carnegie Mellon University (CMU)","Computer Science (Computational And Statistical Learning), PhD (?)","Rejected via E-mail on 27 Feb 2007 ","I","26 Feb 2007",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 26 Feb 2007 ","I","26 Feb 2007",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 26 Feb 2007 ","A","26 Feb 2007",""
"Carnegie Mellon University (CMU)","Computer Science (Robotics), Masters (?)","Rejected via E-mail on 26 Feb 2007 ","I","26 Feb 2007","Bah"
"Carnegie Mellon University (CMU)","Computer Science (LTI), PhD (?)","Rejected via E-mail on 26 Feb 2007 ","A","26 Feb 2007",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 26 Feb 2007 ","I","26 Feb 2007",""
"Carnegie Mellon University (CMU)","Computer Science (LTI), PhD (?)","Rejected via E-mail on 26 Feb 2007 ","I","26 Feb 2007",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 26 Feb 2007 ","I","26 Feb 2007","1st decision and it is rejection.. "
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 26 Feb 2007 ","I","26 Feb 2007",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 26 Feb 2007 ","I","26 Feb 2007","Sigh!"
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 26 Feb 2007 ","U","26 Feb 2007","Rejections from both Computer Science and Robotic PhD program in one terse letter."
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)"," via  on 26 Feb 2007 ","A","25 Feb 2007",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 23 Feb 2007 ","I","23 Feb 2007",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Accepted via E-mail on 15 Feb 2007 ","I","20 Feb 2007",""
"Carnegie Mellon University (CMU)","Computer Science - LTI, Masters (?)","Accepted via E-mail on 16 Feb 2007 ","I","16 Feb 2007",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Accepted via E-mail on 12 Feb 2007 ","I","12 Feb 2007",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Accepted via E-mail on 12 Feb 2007 ","U","12 Feb 2007",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Accepted via E-mail on 12 Feb 2007 ","U","12 Feb 2007",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 27 Feb 2006 ","I","15 Mar 2006",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 25 Feb 2006 ","I","6 Mar 2006",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 1 Mar 2006 ","I","4 Mar 2006",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 27 Feb 2006 ","I","3 Mar 2006",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 28 Feb 2006 ","A","28 Feb 2006","Not surprised.  "
"Carnegie Mellon University (CMU)","Computer Science, Computational And Statistical Learning, PhD (?)","Rejected via E-mail on 27 Feb 2006 ","I","28 Feb 2006",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 27 Feb 2006 ","I","28 Feb 2006",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 27 Feb 2006 ","I","27 Feb 2006",""
"Carnegie Mellon University (CMU)","Computer Science And Robotics, PhD (?)","Rejected via E-mail on 28 Feb 2006 ","I","27 Feb 2006",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 27 Feb 2006 ","A","27 Feb 2006",""
"Carnegie Mellon University (CMU)","Computer Science And Human Computer Interaction, PhD (?)","Rejected via E-mail on 27 Feb 2006 ","A","27 Feb 2006",""
"Carnegie Mellon University (CMU)","Computer Science And Robotics, PhD (?)","Rejected via E-mail on 27 Feb 2006 ","U","27 Feb 2006","My 3rd rejection:("
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 27 Feb 2006 ","U","27 Feb 2006",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 27 Feb 2006 ","A","27 Feb 2006",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 27 Feb 2006 ","A","27 Feb 2006","Very terse e-mail.  I was suprised... had great stats good research and LORs.  Sometimes I hate the way cookie crumbles.  oh well"
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 27 Feb 2006 ","U","27 Feb 2006",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 27 Feb 2006 ","I","27 Feb 2006",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 27 Feb 2006 ","U","27 Feb 2006",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (?)","Rejected via E-mail on 27 Feb 2006 ","A","27 Feb 2006",""
