"Institution","Program (Season)","Decision & Date","St1","Date Added","Notes"
"University Of Massachusetts, Boston","School Psychology, Masters (F10)","Interview via E-mail on 5 Feb 2010 ","A","11 Feb 2010","I have an interview set up for 3/10/10.  Hopefully will hear back soon after that if I get in!"
"Boston University","Biology (EBE), PhD (S10)","Interview via E-mail on 10 Feb 2010 Undergrad GPA: 3.51GRE General (V/Q/W): 660/740/5.00GRE Subject: 730♦","A","10 Feb 2010","Informal, but I'm going to visit the department after a phone interview."
"Boston University","Cognitive Science, PhD (F10)","Interview via Phone on 19 Jan 2010 Undergrad GPA: 3.50GRE General (V/Q/W): 620/800/5.50GRE Subject: n/a♦","A","10 Feb 2010","Informational interview/conversation over the phone, and invited to visit the campus in mid-March"
"Boston University","Mathematical Finance, Masters (F10)","Wait listed via Website on 15 Jan 2010 ","A","10 Feb 2010",""
"Boston University","Physics, PhD (F10)","Accepted via E-mail on 8 Feb 2010 Undergrad GPA: 4.00GRE General (V/Q/W): 650/710/5.00GRE Subject: 780♦","A","10 Feb 2010","TA Teaching stipend"
"Boston University","Theology, PhD (F10)","Accepted via Phone on 9 Feb 2010 ","A","9 Feb 2010",""
"Boston University","Finance, PhD (F10)","Interview via E-mail on 22 Jan 2010 ","","9 Feb 2010",""
"Boston University","Physics, PhD (F10)","Accepted via E-mail on 9 Feb 2010 ","A","9 Feb 2010",""
"Boston University","Physics, PhD (F10)","Accepted via E-mail on 8 Feb 2010 ","A","8 Feb 2010","27.6K/year TA for first year"
"Boston University","Physics, PhD (F10)","Accepted via E-mail on 8 Feb 2010 ","A","8 Feb 2010",""
"Boston University","Physics, PhD (F10)","Accepted via E-mail on 8 Feb 2010 ","I","8 Feb 2010",""
"Boston University","Physics, PhD (F10)","Accepted via E-mail on 8 Feb 2010 ","A","8 Feb 2010","YEAH!!"
"Boston University","Mathematical Finance, PhD (F10)","Wait listed via Website on 5 Feb 2010 ","I","7 Feb 2010",""
"Boston University","Neuroscience, PhD (F10)","Interview via E-mail on 4 Feb 2010 ","A","6 Feb 2010",""
"Boston University","Developmental Psychology, PhD (F10)","Interview via E-mail on 2 Feb 2010 ","A","6 Feb 2010",""
"Boston University","Biomedical Engineering, PhD (F10)","Accepted via E-mail on 6 Feb 2010 Undergrad GPA: 3.86GRE General (V/Q/W): 550/760/3.00GRE Subject: n/a♦","A","6 Feb 2010","Q760, V550, AW3"
"Boston University","Chemistry, PhD (F10)","Accepted via Postal Service on 26 Jan 2010 ","A","5 Feb 2010","Letter dated January 22nd."
"Boston University","Organic Chemistry, PhD (F10)","Accepted via E-mail on 4 Feb 2010 ","A","4 Feb 2010","Visit weekend March 19-21"
"Boston University","Educational Leadership (Higher Education), Masters (F10)","Accepted via Postal Service on 4 Feb 2010 Undergrad GPA: 3.20GRE General (V/Q/W): 620/690/4.00GRE Subject: n/a♦","A","4 Feb 2010",""
"Boston University","Physics, PhD (F10)","Accepted via E-mail on 1 Feb 2010 Undergrad GPA: n/aGRE General (V/Q/W): 670/780/4.00GRE Subject: 940♦","I","3 Feb 2010","First Acceptance."
"Boston University","Theology, PhD (F10)","Rejected via Postal Service on 1 Feb 2010 ","A","2 Feb 2010","This was my fault.  I had to BS my entire SOP so it looked like I wanted to study there.  I was not a good fit."
"NIH Graduate Partnership Program With Boston University","Bioinformatics, PhD (F10)","Interview via E-mail on 2 Feb 2010 Undergrad GPA: 3.40GRE General (V/Q/W): 650/750/4.50GRE Subject: n/a♦","A","2 Feb 2010",""
"Boston University School Of Public Health","Public Health-Maternal And Child Health, Masters (F10)","Wait listed via Postal Service on 2 Feb 2010 ","A","2 Feb 2010","If accepted off the wait list you only have 7 days to accept the offer..."
"Boston University","Physics, PhD (F10)","Accepted via E-mail on 2 Feb 2010 Undergrad GPA: n/aGRE General (V/Q/W): 800/630/0.00GRE Subject: 990♦","I","2 Feb 2010","great!"
"Boston University","Clinical Psychology, PhD (F10)","Rejected via Other on 22 Jan 2010 ","U","29 Jan 2010","I contacted the professor (POI) directly via e-mail. She told me that she will not be able to accept any students this year."
"Boston University School Of Public Health","Public Health-Social And Behavioral Sciences, Masters (F10)","Accepted via Postal Service on 22 Jan 2010 ","A","29 Jan 2010","Letter acceptance dated 01/15/2010 - received via postal mail on 01/22/2010"
"Boston University School Of Medicine","Biophysics, PhD (F10)","Interview via E-mail on 28 Jan 2010 ","A","28 Jan 2010",""
"Boston University","Physics, PhD (F10)","Accepted via E-mail on 27 Jan 2010 ","I","28 Jan 2010",""
"Boston University","Bioinformatics, PhD (F10)","Interview via E-mail on 26 Jan 2010 Undergrad GPA: 3.40GRE General (V/Q/W): 650/750/4.50GRE Subject: n/a♦","A","27 Jan 2010",""
"Boston University","Physics, PhD (F10)","Accepted via E-mail on 27 Jan 2010 ","A","27 Jan 2010",""
"Boston University","Physics, PhD (F10)","Accepted via E-mail on 27 Jan 2010 ","I","27 Jan 2010",""
"Boston University","Bioinformatics, PhD (F10)","Interview via E-mail on 26 Jan 2010 ","A","26 Jan 2010","Interview / Open House on February 19-20"
"Boston University","Clinical Psychology, PhD (F10)","Interview via Phone on 26 Jan 2010 ","","26 Jan 2010",""
"Boston University School Of Medicine","Cell And Molecular Biology (CMB), PhD (F10)","Interview via E-mail on 24 Jan 2010 ","A","24 Jan 2010","Invited for 'campus visit' on February 26th. Flights and hotel covered by BU!"
"Boston University","Biomedical Engineering, PhD (F10)","Accepted via E-mail on 23 Jan 2010 ","A","23 Jan 2010",""
"Boston University","Pathology/Immunology, PhD (F10)","Interview via E-mail on 22 Jan 2010 Undergrad GPA: 3.23GRE General (V/Q/W): 640/760/5.00GRE Subject: 840♦","A","22 Jan 2010","Interview days are Fridays starting Feb 5th"
"Boston University","Neuroscience, PhD (F10)","Other via E-mail on 21 Jan 2010 ","A","22 Jan 2010","They sent me an email to let me know my application has been received, ""however that does not mean that it is complete. The admissions office is receiving a high volume.. blah blah.. so it may take a while to process your application..blah blah""
That's apparently how far my application has gotten in six weeks. Haha"
"Boston University","PhD Mathematical Finance, PhD (F10)","Wait listed via Website on 21 Jan 2010 ","U","22 Jan 2010","there is a link to the website. Wait listed ..."
"Boston University","Mathematical Finance, PhD (F10)","Interview via E-mail on 21 Jan 2010 ","I","22 Jan 2010","this is the second interview from BU mathfn. BU contacted me for the first interview on jan 12."
"Boston University","Genetics And Genomics, PhD (F10)","Interview via Phone on 21 Jan 2010 ","A","21 Jan 2010",""
"Boston University","Microbiology And Immunology, PhD (F10)","Interview via Phone on 21 Jan 2010 ","A","21 Jan 2010",""
"Boston University","Clinical Psychology, PhD (F10)","Wait listed via E-mail on 21 Jan 2010 ","A","21 Jan 2010",""
"Boston University","Public Health-Social And Behavioral Sciences, PhD (F10)","Interview via E-mail on 21 Jan 2010 Undergrad GPA: 3.20GRE General (V/Q/W): 550/750/5.00GRE Subject: n/a♦","A","21 Jan 2010","DrPH"
"Boston University","Biology, PhD (F10)","Interview via E-mail on 13 Jan 2010 ","A","18 Jan 2010",""
"Boston University","Mathematical Finance, PhD (F10)","Wait listed via Website on 13 Jan 2010 Undergrad GPA: 3.86GRE General (V/Q/W): 600/800/4.00GRE Subject: n/a♦","U","14 Jan 2010","chances are very slim for wait listed people"
"Boston University","Mathematical Finance, PhD (F10)","Rejected via Website on 13 Jan 2010 ","U","13 Jan 2010",""
"Boston University (BU)","Computer Engineering (LEAP), Masters (?)","Accepted via Postal Service on 24 Sep 2009 ","A","7 Oct 2009","admitted for spring '10.  applied late August."
"Boston University (BU)","Geography, PhD (?)","Other via E-mail on 4 Jun 2009 ","I","3 Jun 2009",""
"Boston University (BU)","Economics, PhD (?)","Other via E-mail on 29 May 2009 ","I","31 May 2009","Waitlisted on 14 April, eventually rejected on 31 May"
"Boston University (BU)","Economics, PhD (?)","Other via Other on 24 May 2009 ","I","24 May 2009","I am on the waitlist too but have not received any message yet.."
"Boston University (BU)","Economics, PhD (?)","Other via Other on 24 May 2009 ","O","24 May 2009","Did anyone on the waitlist hear from them again ? Do they tell us if the intake is final at some stage ?"
"Boston University","Mathematics, PhD (?)","Rejected via Postal Service on 20 May 2009 ","A","20 May 2009","FINALLY heard something. I got into much better schools."
"Boston University (BU)","Computer Science, PhD (?)","Accepted via Postal Service on 13 May 2009 ","A","13 May 2009","Accepted into Masters/PhD program without aid. Have already accepted elsewhere."
"Boston University (BU)","Computer Science, PhD (?)","Rejected via Postal Service on 13 May 2009 ","I","13 May 2009","letter dated April, 24th"
"Boston University (BU)","Applied Linguistics, Masters (?)","Rejected via Postal Service on 9 May 2009 ","A","9 May 2009",""
"Boston University","Educational Leadership, Other (?)","Accepted via Postal Service on 29 Apr 2009 ","I","29 Apr 2009","Ed.D. in Educational Leadership. Scholarship information to follow..."
"Boston University (BU)","Economics, PhD (?)","Wait listed via E-mail on 28 Apr 2009 ","I","28 Apr 2009","You have been placed on our waiting list. In the event that an opening does occur, you will be notified as soon as possible. JDPS"
"Boston University (BU)","Computer Science, PhD (?)","Rejected via Postal Service on 26 Apr 2009 ","A","27 Apr 2009","Letter dated 4/16/09."
"Boston University (BU)","Computer Science, Masters (?)","Other via E-mail on 27 Apr 2009 ","I","27 Apr 2009","Letter of acceptance sent April 13th. Has not arrived yet. I asked about the status by email."
"Boston University (BU)","Economics, Masters (?)","Accepted via E-mail on 31 Mar 2009 ","A","27 Apr 2009","GPA: 3.29, GRE:800Q/620V/5.5A. Research experience, econ/math major undergrad."
"Boston University","Bioinformatics, PhD (?)","Rejected via Postal Service on 23 Apr 2009 ","I","23 Apr 2009",""
"Boston University (BU)","Philosophy, PhD (?)","Accepted via Postal Service on 21 Apr 2009 ","I","21 Apr 2009","no funding, but I already have a three year scholarship from my home gov't."
"Boston University","Music, Masters (?)","Accepted via Postal Service on 21 Apr 2009 ","A","21 Apr 2009","Accepted without funding. I decided a month ago to go elsewhere, so it doesn't matter."
"Boston University","Sociology, PhD (?)","Accepted via Postal Service on 20 Apr 2009 ","A","20 Apr 2009","No funding."
"Boston University (BU)","Economics, PhD (?)","Wait listed via E-mail on 14 Apr 2009 ","I","18 Apr 2009",""
"Boston University (BU)","Computer Science, PhD (?)","Rejected via Postal Service on 10 Apr 2009 ","U","17 Apr 2009",""
"Boston University (BU)","Art History, PhD (?)","Accepted via Postal Service on 17 Apr 2009 ","I","17 Apr 2009","No news on funding yet."
"Boston University (BU)","Electrical and Computer Engineering (ECE), PhD (?)","Accepted via E-mail on 17 Apr 2009 ","I","17 Apr 2009","$18400 stipend over 8 months + tuition + insurance
Graduate Teaching Fellowship"
"Boston University (BU)","MAT Latin, Masters (?)","Accepted via Postal Service on 10 Apr 2009 ","A","16 Apr 2009","MAT Scholarship (25k)"
"Boston University (BU)","Philosophy, PhD (?)","Rejected via Postal Service on 14 Apr 2009 ","A","15 Apr 2009","Who wants to live in Boston, anyway? It's stupid there."
"Boston University","Mathematics, PhD (?)","Rejected via E-mail on 15 Apr 2009 ","A","15 Apr 2009",""
"Boston University","Computer Science, Masters (?)","Accepted via E-mail on 15 Apr 2009 ","I","14 Apr 2009",""
"Boston University (BU)","International Relations (Political Science), Masters (?)","Accepted via Postal Service on 4 Apr 2009 ","A","14 Apr 2009","No Aid + Scholarship to Fletcher = Not going to BU... good luck everyone on the waitlist... I'm out!"
"Boston University","Philosophy, Masters (?)","Rejected via Postal Service on 14 Apr 2009 ","A","14 Apr 2009","they are sorry that my results are not ""favorable"""
"Boston University School Of Medicine","Molecular Medicine, PhD (?)","Rejected via E-mail on 14 Apr 2009 ","U","13 Apr 2009","rejection 1.5 month after on-site interview..
nice~"
"Boston University","Philosophy, PhD (?)","Rejected via Postal Service on 13 Apr 2009 ","A","13 Apr 2009","It's about time.  BU needs to get its act together."
"Boston University (BU)","Philosophy, PhD (?)","Rejected via Postal Service on 13 Apr 2009 ","A","13 Apr 2009",""
"Boston University","Economics, Masters (?)","Accepted via E-mail on 9 Apr 2009 ","I","13 Apr 2009",""
"Boston University (BU)","International Relations/ International Communications, Masters (?)","Other via E-mail on 12 Apr 2009 ","U","11 Apr 2009","Most likely rejected ..."
"Boston University (BU)","Biomedical Engineering, PhD (?)","Wait listed via E-mail on 30 Mar 2009 ","I","11 Apr 2009",""
"Boston University (BU)","Mathematics, PhD (?)","Rejected via Postal Service on 11 Apr 2009 ","A","11 Apr 2009","Letter dated 4/7, postmarked 4/10 (I live very close)"
"Boston University","Astronomy, PhD (?)","Rejected via E-mail on 9 Apr 2009 ","A","11 Apr 2009",""
"Boston University","Art History, PhD (?)","Accepted via E-mail on 10 Apr 2009 ","A","10 Apr 2009","I emailed the department. Funding not yet decided."
"Boston University","Economics, PhD (?)","Accepted via E-mail on 9 Apr 2009 ","A","9 Apr 2009","Waiting for the letter. No $$$."
"Boston University","International Relations And Religion, Masters (?)","Accepted via E-mail on 9 Apr 2009 ","A","9 Apr 2009","News of aid will come in the mail."
"Boston University","Economics, Masters (?)","Accepted via E-mail on 3 Apr 2009 ","A","9 Apr 2009",""
"Boston University (BU)","Computer Science, PhD (?)","Rejected via E-mail on 8 Apr 2009 ","I","8 Apr 2009","They told me that the recommendation from the department to the Graduate School of Arts & Sciences on your application was reject. I am more than a little surprised on this issue."
"Boston University","Philosophy, PhD (?)","Rejected via E-mail on 8 Apr 2009 ","A","7 Apr 2009","Kind response from Allen Speight to my e-mail inquiry."
"Boston University","Public Health- Social & Behavioral Science, MPH, Other (?)","Accepted via Postal Service on 6 Apr 2009 ","A","7 Apr 2009","Merit award of 10,000. Yay!"
"Boston University","Art History, PhD (?)","Other via E-mail on 7 Apr 2009 ","A","6 Apr 2009","Has anyone else not heard from Boston (PhD)?  Last week I emailed and they said all decisions would be communicated by the end of March..."
